Body,Task:Parent.ExternalId__c,Title,Type
Great work everyone on the recent milestones. (Item 344),TASK_00117,Client Meeting,TextPost
Check out this interesting article on industry trends. (Item 345),TASK_00105,Demo Success,TextPost
Looking forward to the upcoming product launch. (Item 346),TASK_00089,Feature Spotlight,TextPost
Great work everyone on the recent milestones. (Item 347),TASK_00256,Demo Success,TextPost
Check out this interesting article on industry trends. (Item 348),TASK_00234,System Alert,TextPost
Check out this interesting article on industry trends. (Item 349),TASK_00136,Feedback Required,TextPost
Looking for feedback on the new UI mockups. (Item 350),TASK_00079,Status Update,TextPost
Quick question about the recent system update. (Item 351),TASK_00163,Process Improvement,TextPost
Can anyone help me with the latest report? (Item 352),TASK_00788,Internal Announcement,TextPost
Great discussion today about the future roadmap. (Item 353),TASK_00158,Roadmap Discussion,TextPost
Looking forward to the upcoming product launch. (Item 354),TASK_00125,Project Update,TextPost
Reminder: Team sync is tomorrow at 10 AM. (Item 355),TASK_00044,Project Update,TextPost
Successfully migrated the data to the new server. (Item 356),TASK_00497,Weekly Sync,TextPost
Happy to announce our new partnership. (Item 357),TASK_00353,System Alert,TextPost
The demo went really well. Thanks for all the support! (Item 358),TASK_00274,Internal Announcement,TextPost
The demo went really well. Thanks for all the support! (Item 359),TASK_00111,Weekly Sync,TextPost
Initial thoughts on the project proposal look promising. (Item 360),TASK_00152,Maintenance Notice,TextPost
Successfully migrated the data to the new server. (Item 361),TASK_00396,Status Update,TextPost
Happy to announce our new partnership. (Item 362),TASK_00046,Workflow Idea,TextPost
Kudos to the team for hitting the quarterly targets! (Item 363),TASK_00007,Goal Achievement,TextPost
Initial thoughts on the project proposal look promising. (Item 364),TASK_01097,Internal Announcement,TextPost
Can anyone help me with the latest report? (Item 365),TASK_00316,Process Improvement,TextPost
Important: Please review the attached document by EOD. (Item 366),TASK_00018,Workflow Idea,TextPost
Initial thoughts on the project proposal look promising. (Item 367),TASK_00936,Industry News,TextPost
Just finished a great meeting with the client! (Item 368),TASK_01017,Maintenance Notice,TextPost
The demo went really well. Thanks for all the support! (Item 369),TASK_00221,Industry News,TextPost
Just shared the meeting minutes in the shared folder. (Item 370),TASK_00997,UI Review,TextPost
Happy to announce our new partnership. (Item 371),TASK_00225,System Alert,TextPost
Working on a new feature that will revolutionize our product. (Item 372),TASK_00762,Project Update,TextPost
Successfully migrated the data to the new server. (Item 373),TASK_00114,System Alert,TextPost
Exploring new ways to optimize our workflow. (Item 374),TASK_00277,Client Meeting,TextPost
Kudos to the team for hitting the quarterly targets! (Item 375),TASK_00721,Project Update,TextPost
Check out this interesting article on industry trends. (Item 376),TASK_00349,Project Update,TextPost
Exploring new ways to optimize our workflow. (Item 377),TASK_00464,Status Update,TextPost
Great work everyone on the recent milestones. (Item 378),TASK_00166,Quick Memo,TextPost
Great discussion today about the future roadmap. (Item 379),TASK_00008,Demo Success,TextPost
Kudos to the team for hitting the quarterly targets! (Item 380),TASK_00223,Internal Announcement,TextPost
Found a minor bug in the staging environment. Investigating. (Item 381),TASK_00013,Roadmap Discussion,TextPost
Exploring new ways to optimize our workflow. (Item 382),TASK_00300,Internal Announcement,TextPost
Looking for feedback on the new UI mockups. (Item 383),TASK_00131,Milestone Reached,TextPost
Looking forward to the upcoming product launch. (Item 384),TASK_00587,UI Review,TextPost
Reminder: Team sync is tomorrow at 10 AM. (Item 385),TASK_00383,Project Update,TextPost
Great work everyone on the recent milestones. (Item 386),TASK_00513,Industry News,TextPost
Check out this interesting article on industry trends. (Item 387),TASK_00849,Status Update,TextPost
Successfully migrated the data to the new server. (Item 388),TASK_00124,Weekly Sync,TextPost
Initial thoughts on the project proposal look promising. (Item 389),TASK_00167,Weekly Sync,TextPost
Happy to announce our new partnership. (Item 390),TASK_00410,Maintenance Notice,TextPost
Successfully migrated the data to the new server. (Item 391),TASK_00250,Weekly Sync,TextPost
Successfully migrated the data to the new server. (Item 392),TASK_00718,UI Review,TextPost
Looking forward to the upcoming product launch. (Item 393),TASK_00327,Quick Memo,TextPost
Initial thoughts on the project proposal look promising. (Item 394),TASK_00318,Bug Report,TextPost
The demo went really well. Thanks for all the support! (Item 395),TASK_00498,Feature Spotlight,TextPost
Can anyone help me with the latest report? (Item 396),TASK_00804,Workflow Idea,TextPost
Exploring new ways to optimize our workflow. (Item 397),TASK_01048,UI Review,TextPost
Great work everyone on the recent milestones. (Item 398),TASK_01069,Feature Spotlight,TextPost
Initial thoughts on the project proposal look promising. (Item 399),TASK_00080,Milestone Reached,TextPost
Exploring new ways to optimize our workflow. (Item 400),TASK_00272,Team News,TextPost
Exploring new ways to optimize our workflow. (Item 401),TASK_00268,Demo Success,TextPost
Working on a new feature that will revolutionize our product. (Item 402),TASK_00641,Project Update,TextPost
Quick question about the recent system update. (Item 403),TASK_00323,Demo Success,TextPost
Happy to announce our new partnership. (Item 404),TASK_00076,Process Improvement,TextPost
Just finished a great meeting with the client! (Item 405),TASK_00999,Bug Report,TextPost
Can anyone help me with the latest report? (Item 406),TASK_00876,Weekly Sync,TextPost
Great discussion today about the future roadmap. (Item 407),TASK_01012,Process Improvement,TextPost
Just shared the meeting minutes in the shared folder. (Item 408),TASK_00278,Client Meeting,TextPost
Don't forget to update your status on the project board. (Item 409),TASK_00240,Roadmap Discussion,TextPost
Great discussion today about the future roadmap. (Item 410),TASK_00193,Weekly Sync,TextPost
Exploring new ways to optimize our workflow. (Item 411),TASK_00170,Milestone Reached,TextPost
Looking forward to the upcoming product launch. (Item 412),TASK_00287,Goal Achievement,TextPost
Can anyone help me with the latest report? (Item 413),TASK_00910,Goal Achievement,TextPost
Initial thoughts on the project proposal look promising. (Item 414),TASK_00051,System Alert,TextPost
Reminder: Team sync is tomorrow at 10 AM. (Item 415),TASK_00252,Client Meeting,TextPost
Working on a new feature that will revolutionize our product. (Item 416),TASK_00497,Bug Report,TextPost
Just finished a great meeting with the client! (Item 417),TASK_00429,System Alert,TextPost
Looking for feedback on the new UI mockups. (Item 418),TASK_00428,Weekly Sync,TextPost
Can anyone help me with the latest report? (Item 419),TASK_00208,Roadmap Discussion,TextPost
Happy to announce our new partnership. (Item 420),TASK_00136,Team News,TextPost
Don't forget to update your status on the project board. (Item 421),TASK_00872,Weekly Sync,TextPost
Kudos to the team for hitting the quarterly targets! (Item 422),TASK_00165,Goal Achievement,TextPost
Don't forget to update your status on the project board. (Item 423),TASK_00938,Bug Report,TextPost
Can anyone help me with the latest report? (Item 424),TASK_00085,Feature Spotlight,TextPost
Looking forward to the upcoming product launch. (Item 425),TASK_00191,Milestone Reached,TextPost
Great work everyone on the recent milestones. (Item 426),TASK_00788,Roadmap Discussion,TextPost
Found a minor bug in the staging environment. Investigating. (Item 427),TASK_00180,UI Review,TextPost
Just shared the meeting minutes in the shared folder. (Item 428),TASK_00470,Industry News,TextPost
Exploring new ways to optimize our workflow. (Item 429),TASK_00789,Quick Memo,TextPost
Just finished a great meeting with the client! (Item 430),TASK_00953,Team News,TextPost
Don't forget to update your status on the project board. (Item 431),TASK_00978,Project Update,TextPost
Check out this interesting article on industry trends. (Item 432),TASK_00935,Client Meeting,TextPost
Initial thoughts on the project proposal look promising. (Item 433),TASK_00636,Feedback Required,TextPost
Successfully migrated the data to the new server. (Item 434),TASK_00315,Workflow Idea,TextPost
Don't forget to update your status on the project board. (Item 435),TASK_00148,Client Meeting,TextPost
The demo went really well. Thanks for all the support! (Item 436),TASK_00910,Weekly Sync,TextPost
Just finished a great meeting with the client! (Item 437),TASK_00351,Bug Report,TextPost
Important: Please review the attached document by EOD. (Item 438),TASK_00139,Demo Success,TextPost
Looking for feedback on the new UI mockups. (Item 439),TASK_00070,Maintenance Notice,TextPost
The demo went really well. Thanks for all the support! (Item 440),TASK_00506,Maintenance Notice,TextPost
Successfully migrated the data to the new server. (Item 441),TASK_00856,Quick Memo,TextPost
Can anyone help me with the latest report? (Item 442),TASK_00432,Maintenance Notice,TextPost
Looking for feedback on the new UI mockups. (Item 443),TASK_00238,Quick Memo,TextPost
Working on a new feature that will revolutionize our product. (Item 444),TASK_00306,Roadmap Discussion,TextPost
Don't forget to update your status on the project board. (Item 445),TASK_00086,Weekly Sync,TextPost
The demo went really well. Thanks for all the support! (Item 446),TASK_00256,Demo Success,TextPost
The demo went really well. Thanks for all the support! (Item 447),TASK_00048,Quick Memo,TextPost
Just finished a great meeting with the client! (Item 448),TASK_00300,System Alert,TextPost
Exploring new ways to optimize our workflow. (Item 449),TASK_00687,Feature Spotlight,TextPost
Check out this interesting article on industry trends. (Item 450),TASK_00740,Bug Report,TextPost
Kudos to the team for hitting the quarterly targets! (Item 451),TASK_00356,Feedback Required,TextPost
Just finished a great meeting with the client! (Item 452),TASK_00220,Team News,TextPost
Exploring new ways to optimize our workflow. (Item 453),TASK_00693,Industry News,TextPost
Check out this interesting article on industry trends. (Item 454),TASK_00477,System Alert,TextPost
Great discussion today about the future roadmap. (Item 455),TASK_00360,Weekly Sync,TextPost
Found a minor bug in the staging environment. Investigating. (Item 456),TASK_01038,Maintenance Notice,TextPost
Check out this interesting article on industry trends. (Item 457),TASK_00402,Client Meeting,TextPost
The demo went really well. Thanks for all the support! (Item 458),TASK_00747,Client Meeting,TextPost
Looking for feedback on the new UI mockups. (Item 459),TASK_00621,Bug Report,TextPost
The demo went really well. Thanks for all the support! (Item 460),TASK_00060,Team News,TextPost
Can anyone help me with the latest report? (Item 461),TASK_00142,Goal Achievement,TextPost
Don't forget to update your status on the project board. (Item 462),TASK_01000,Roadmap Discussion,TextPost
Great discussion today about the future roadmap. (Item 463),TASK_00683,Feedback Required,TextPost
Quick question about the recent system update. (Item 464),TASK_00124,Project Update,TextPost
